pid,ozone,dzone,purp,mode,min_time,max_time
330,32.0,7.0,home,taxi,14.0,17.0
331,23.0,17.0,work,train,20.0,23.0
331,17.0,10.0,other,train,29.0,32.0
331,10.0,34.0,other,walk,38.0,41.0
332,19.0,1.0,education,train,8.0,11.0
332,1.0,19.0,home,train,11.0,14.0
333,1.0,1.0,other,train,17.0,20.0
333,1.0,1.0,other,train,17.0,20.0
334,15.0,15.0,education,walk,8.0,11.0
334,15.0,1.0,market,bus,11.0,14.0
335,2.0,15.0,work,taxi,8.0,11.0
335,15.0,2.0,home,walk,14.0,17.0
335,2.0,30.0,recreation,train,17.0,20.0
335,30.0,1.0,recreation,train,20.0,23.0
335,1.0,2.0,home,walk,23.0,29.0
336,1.0,1.0,recreation,train,20.0,23.0
336,1.0,11.0,recreation,car,20.0,23.0
337,33.0,15.0,work,car,14.0,17.0
337,15.0,18.0,work,car,20.0,23.0
337,18.0,18.0,recreation,car,20.0,23.0
338,17.0,22.0,work,car,8.0,11.0
338,22.0,36.0,work,car,14.0,17.0
338,36.0,22.0,recreation,car,17.0,20.0
339,31.0,15.0,work,train,8.0,11.0
339,15.0,31.0,home,train,17.0,20.0
339,31.0,31.0,recreation,car,20.0,23.0
340,15.0,15.0,work,car,8.0,11.0
340,15.0,7.0,recreation,car,17.0,20.0
340,7.0,15.0,home,car,20.0,23.0
341,35.0,35.0,work,car,8.0,11.0
341,35.0,35.0,home,car,17.0,20.0
341,35.0,7.0,recreation,car,23.0,29.0
342,7.0,22.0,work,car,5.0,8.0
342,22.0,7.0,home,car,11.0,14.0
343,7.0,22.0,work,car,8.0,11.0
343,22.0,7.0,home,car,14.0,17.0
343,7.0,30.0,recreation,train,17.0,20.0
343,30.0,7.0,home,train,23.0,29.0
344,15.0,15.0,education,bus,8.0,11.0
344,15.0,11.0,recreation,train,17.0,20.0
345,17.0,1.0,education,train,17.0,20.0
345,1.0,1.0,recreation,walk,20.0,23.0
345,1.0,17.0,home,car,23.0,29.0
346,10.0,17.0,work,car,8.0,11.0
346,17.0,13.0,work,car,17.0,20.0
347,16.0,7.0,work,train,14.0,17.0
347,7.0,16.0,home,train,23.0,29.0
348,6.0,15.0,work,motorcycle,11.0,14.0
348,15.0,18.0,recreation,motorcycle,20.0,23.0
349,15.0,15.0,education,car,8.0,11.0
349,15.0,15.0,home,car,11.0,14.0
349,15.0,13.0,recreation,car,20.0,23.0
349,13.0,13.0,home,car,20.0,23.0
350,21.0,28.0,work,motorcycle,8.0,11.0
350,28.0,21.0,home,motorcycle,14.0,17.0
351,18.0,18.0,recreation,train,20.0,23.0
351,18.0,28.0,market,train,41.0,44.0
351,28.0,28.0,market,bus,41.0,44.0
352,30.0,30.0,market,walk,11.0,14.0
352,30.0,30.0,home,bus,11.0,14.0
353,30.0,30.0,recreation,taxi,17.0,20.0
353,30.0,30.0,home,taxi,20.0,23.0
354,22.0,3.0,work,train,8.0,11.0
354,3.0,22.0,home,train,17.0,20.0
355,18.0,24.0,work,car,8.0,11.0
355,24.0,18.0,home,car,20.0,23.0
355,18.0,28.0,recreation,car,20.0,23.0
356,5.0,15.0,education,car,11.0,14.0
356,15.0,5.0,home,car,17.0,20.0
357,35.0,1.0,education,train,14.0,17.0
357,1.0,35.0,home,train,17.0,20.0
357,35.0,35.0,recreation,bus,20.0,23.0
358,19.0,11.0,education,bus,8.0,11.0
358,11.0,19.0,home,bus,17.0,20.0
359,19.0,17.0,education,train,8.0,11.0
359,17.0,19.0,home,car,17.0,20.0
360,1.0,1.0,recreation,train,20.0,23.0
360,1.0,19.0,recreation,walk,41.0,44.0
361,26.0,13.0,work,bus,5.0,8.0
361,13.0,13.0,work,bus,5.0,8.0
361,13.0,13.0,work,bus,5.0,8.0
361,13.0,13.0,work,bus,14.0,17.0
361,13.0,13.0,work,bus,14.0,17.0
362,11.0,23.0,education,train,8.0,11.0
362,23.0,11.0,home,walk,14.0,17.0
363,35.0,35.0,recreation,car,20.0,23.0
363,35.0,20.0,education,car,41.0,44.0
364,7.0,32.0,work,train,5.0,8.0
364,32.0,18.0,work,train,17.0,20.0
365,2.0,21.0,recreation,bicycle,11.0,14.0
365,21.0,2.0,home,bicycle,14.0,17.0
365,2.0,2.0,recreation,walk,20.0,23.0
365,2.0,2.0,home,walk,23.0,29.0
366,30.0,30.0,market,walk,11.0,14.0
366,30.0,30.0,home,bus,14.0,17.0
367,21.0,22.0,work,car,8.0,11.0
367,22.0,22.0,work,car,17.0,20.0
368,17.0,35.0,work,car,5.0,8.0
368,35.0,1.0,market,car,17.0,20.0
369,30.0,31.0,work,car,5.0,8.0
369,31.0,30.0,home,car,14.0,17.0
369,30.0,31.0,work,car,17.0,20.0
369,31.0,30.0,home,car,20.0,23.0
370,24.0,1.0,market,car,17.0,20.0
370,1.0,24.0,home,car,17.0,20.0
371,12.0,25.0,work,car,8.0,11.0
371,25.0,25.0,recreation,car,23.0,29.0
371,25.0,25.0,other,car,41.0,44.0
372,22.0,22.0,other,car,14.0,17.0
372,22.0,22.0,other,car,14.0,17.0
372,22.0,22.0,market,car,35.0,38.0
373,15.0,1.0,work,bus,8.0,11.0
373,1.0,15.0,home,bus,20.0,23.0
373,15.0,6.0,work,taxi,35.0,38.0
374,24.0,3.0,work,car,8.0,11.0
374,3.0,24.0,home,car,17.0,20.0
375,28.0,2.0,work,car,5.0,8.0
375,2.0,28.0,home,car,14.0,17.0
376,16.0,7.0,work,car,8.0,11.0
376,7.0,22.0,work,car,17.0,20.0
376,22.0,22.0,recreation,car,20.0,23.0
377,29.0,5.0,work,car,8.0,11.0
377,5.0,29.0,home,car,14.0,17.0
378,1.0,1.0,recreation,car,17.0,20.0
378,1.0,6.0,recreation,car,20.0,23.0
378,6.0,1.0,home,car,23.0,29.0
379,29.0,29.0,recreation,motorcycle,17.0,20.0
379,29.0,15.0,recreation,walk,20.0,23.0
380,12.0,1.0,work,car,5.0,8.0
380,1.0,22.0,work,car,5.0,8.0
380,22.0,3.0,recreation,car,17.0,20.0
380,3.0,3.0,work,train,35.0,38.0
381,18.0,22.0,work,car,8.0,11.0
381,22.0,18.0,home,car,14.0,17.0
382,28.0,35.0,work,car,8.0,11.0
382,35.0,35.0,work,car,8.0,11.0
383,3.0,3.0,other,car,17.0,20.0
383,3.0,10.0,recreation,train,32.0,35.0
384,26.0,26.0,recreation,walk,14.0,17.0
384,26.0,26.0,recreation,walk,14.0,17.0
385,15.0,11.0,work,car,5.0,8.0
385,11.0,15.0,home,car,20.0,23.0
385,15.0,1.0,recreation,car,23.0,29.0
386,15.0,11.0,work,car,8.0,11.0
386,11.0,14.0,work,car,17.0,20.0
387,8.0,18.0,work,car,8.0,11.0
387,18.0,24.0,work,car,8.0,11.0
387,24.0,18.0,work,car,11.0,14.0
387,18.0,28.0,market,car,11.0,14.0
387,28.0,18.0,work,car,14.0,17.0
388,21.0,17.0,work,motorcycle,8.0,11.0
388,17.0,30.0,education,motorcycle,17.0,20.0
388,30.0,21.0,home,motorcycle,20.0,23.0
388,21.0,23.0,recreation,walk,20.0,23.0
388,23.0,21.0,home,walk,23.0,29.0
389,29.0,15.0,work,car,11.0,14.0
389,15.0,29.0,home,car,14.0,17.0
389,29.0,24.0,recreation,car,20.0,23.0
389,24.0,29.0,home,car,23.0,29.0
390,12.0,31.0,work,train,5.0,8.0
390,31.0,31.0,work,train,5.0,8.0
390,31.0,12.0,home,train,14.0,17.0
391,19.0,32.0,work,car,5.0,8.0
391,32.0,19.0,home,car,20.0,23.0
392,22.0,1.0,work,train,8.0,11.0
392,1.0,22.0,home,train,17.0,20.0
393,6.0,1.0,work,walk,5.0,8.0
393,1.0,6.0,home,walk,14.0,17.0
393,6.0,1.0,other,walk,17.0,20.0
393,1.0,1.0,recreation,walk,20.0,23.0
393,1.0,6.0,home,walk,23.0,29.0
394,16.0,16.0,recreation,walk,14.0,17.0
394,16.0,20.0,recreation,bicycle,14.0,17.0
394,20.0,22.0,recreation,taxi,20.0,23.0
395,8.0,7.0,work,car,8.0,11.0
395,7.0,1.0,recreation,car,20.0,23.0
396,19.0,19.0,work,bus,8.0,11.0
396,19.0,2.0,work,bus,8.0,11.0
396,2.0,1.0,recreation,train,17.0,20.0
396,1.0,19.0,home,bus,20.0,23.0
397,7.0,7.0,work,walk,8.0,11.0
397,7.0,7.0,recreation,walk,20.0,23.0
398,21.0,14.0,work,bus,5.0,8.0
398,14.0,2.0,work,bus,5.0,8.0
399,1.0,22.0,work,train,14.0,17.0
399,22.0,1.0,home,train,20.0,23.0
399,1.0,15.0,education,bus,32.0,35.0
400,6.0,6.0,work,motorcycle,5.0,8.0
400,6.0,19.0,other,motorcycle,17.0,20.0
400,19.0,35.0,recreation,motorcycle,20.0,23.0
400,35.0,6.0,home,motorcycle,20.0,23.0
401,1.0,25.0,work,train,8.0,11.0
401,25.0,1.0,home,train,17.0,20.0
402,11.0,34.0,work,car,17.0,20.0
402,34.0,21.0,work,car,20.0,23.0
403,1.0,1.0,market,train,11.0,14.0
403,1.0,1.0,market,train,11.0,14.0
404,1.0,13.0,work,car,8.0,11.0
404,13.0,29.0,recreation,car,20.0,23.0
405,22.0,32.0,work,bus,8.0,11.0
405,32.0,1.0,work,train,8.0,11.0
406,8.0,8.0,recreation,walk,17.0,20.0
406,8.0,15.0,education,train,32.0,35.0
406,15.0,8.0,home,train,41.0,44.0
407,4.0,30.0,education,train,14.0,17.0
407,30.0,4.0,home,train,17.0,20.0
408,19.0,13.0,work,car,8.0,11.0
408,13.0,16.0,recreation,car,14.0,17.0
409,3.0,5.0,other,bus,8.0,11.0
409,5.0,3.0,home,train,11.0,14.0
410,5.0,5.0,education,walk,5.0,8.0
410,5.0,5.0,home,walk,14.0,17.0
410,5.0,14.0,recreation,car,17.0,20.0
410,14.0,5.0,home,car,20.0,23.0
411,35.0,35.0,education,train,14.0,17.0
411,35.0,24.0,work,train,14.0,17.0
412,1.0,1.0,work,car,5.0,8.0
412,1.0,1.0,home,car,14.0,17.0
413,7.0,22.0,work,car,5.0,8.0
413,22.0,7.0,home,car,11.0,14.0
413,7.0,30.0,work,car,14.0,17.0
413,30.0,7.0,home,car,23.0,29.0
414,1.0,1.0,recreation,walk,11.0,14.0
414,1.0,1.0,home,walk,14.0,17.0
414,1.0,16.0,recreation,taxi,20.0,23.0
414,16.0,1.0,recreation,taxi,23.0,29.0
415,14.0,30.0,recreation,bus,11.0,14.0
415,30.0,14.0,home,bus,20.0,23.0
415,14.0,12.0,recreation,bus,35.0,38.0
415,12.0,30.0,recreation,bus,41.0,44.0
416,1.0,17.0,recreation,car,17.0,20.0
416,17.0,1.0,home,car,20.0,23.0
417,35.0,1.0,work,car,11.0,14.0
417,1.0,1.0,work,car,17.0,20.0
418,8.0,35.0,work,car,5.0,8.0
418,35.0,8.0,home,car,17.0,20.0
419,11.0,18.0,work,train,8.0,11.0
419,18.0,11.0,home,train,17.0,20.0
420,1.0,1.0,recreation,bus,20.0,23.0
420,1.0,35.0,recreation,bus,20.0,23.0
421,15.0,2.0,work,walk,8.0,11.0
421,2.0,15.0,home,walk,17.0,20.0
421,15.0,15.0,market,walk,20.0,23.0
422,7.0,7.0,work,motorcycle,14.0,17.0
422,7.0,6.0,work,motorcycle,32.0,35.0
422,6.0,1.0,market,motorcycle,38.0,41.0
422,1.0,7.0,home,motorcycle,41.0,44.0
423,25.0,34.0,work,car,8.0,11.0
423,34.0,25.0,home,car,14.0,17.0
423,25.0,1.0,recreation,car,20.0,23.0
423,1.0,25.0,home,car,23.0,29.0
424,18.0,18.0,recreation,car,20.0,23.0
424,18.0,13.0,other,car,20.0,23.0
425,25.0,25.0,recreation,train,17.0,20.0
425,25.0,18.0,recreation,train,17.0,20.0
426,21.0,15.0,education,taxi,14.0,17.0
426,15.0,21.0,home,bus,17.0,20.0
427,30.0,15.0,education,train,8.0,11.0
427,15.0,30.0,home,train,14.0,17.0
427,30.0,30.0,service,train,17.0,20.0
428,16.0,12.0,work,car,8.0,11.0
428,12.0,22.0,work,car,14.0,17.0
429,11.0,7.0,work,train,8.0,11.0
429,7.0,6.0,market,train,11.0,14.0
430,7.0,1.0,work,train,8.0,11.0
430,1.0,7.0,home,train,17.0,20.0
431,22.0,22.0,recreation,car,14.0,17.0
431,22.0,28.0,recreation,car,17.0,20.0
432,4.0,17.0,work,train,14.0,17.0
432,17.0,4.0,home,train,20.0,23.0
433,1.0,1.0,work,car,8.0,11.0
433,1.0,1.0,home,car,14.0,17.0
434,35.0,22.0,work,car,8.0,11.0
434,22.0,35.0,home,car,17.0,20.0
435,22.0,22.0,work,car,8.0,11.0
435,22.0,22.0,home,car,14.0,17.0
435,22.0,22.0,recreation,car,17.0,20.0
435,22.0,22.0,recreation,car,20.0,23.0
435,22.0,22.0,home,car,23.0,29.0
436,21.0,1.0,recreation,bus,17.0,20.0
436,1.0,21.0,home,bus,17.0,20.0
437,15.0,16.0,education,bus,8.0,11.0
437,16.0,15.0,home,bus,17.0,20.0
437,15.0,16.0,recreation,train,17.0,20.0
437,16.0,18.0,home,train,20.0,23.0
438,1.0,32.0,market,train,17.0,20.0
438,32.0,1.0,home,train,17.0,20.0
439,32.0,22.0,work,car,8.0,11.0
439,22.0,35.0,recreation,car,17.0,20.0
440,30.0,4.0,work,train,5.0,8.0
440,4.0,2.0,work,train,11.0,14.0
441,18.0,11.0,education,train,8.0,11.0
441,11.0,1.0,recreation,train,20.0,23.0
441,1.0,18.0,home,train,23.0,29.0
442,21.0,21.0,work,bus,5.0,8.0
442,21.0,21.0,home,train,14.0,17.0
443,31.0,29.0,work,train,5.0,8.0
443,29.0,31.0,home,train,14.0,17.0
443,31.0,28.0,recreation,car,17.0,20.0
443,28.0,31.0,home,car,17.0,20.0
443,31.0,35.0,market,train,17.0,20.0
444,30.0,30.0,other,walk,8.0,11.0
444,30.0,31.0,other,walk,11.0,14.0
445,8.0,2.0,work,bus,5.0,8.0
445,2.0,11.0,other,train,17.0,20.0
445,11.0,8.0,home,bus,20.0,23.0
446,12.0,12.0,recreation,car,17.0,20.0
446,12.0,12.0,home,car,23.0,29.0
447,34.0,13.0,other,taxi,17.0,20.0
447,13.0,34.0,home,taxi,20.0,23.0
447,34.0,34.0,home,taxi,20.0,23.0
448,4.0,4.0,recreation,car,11.0,14.0
448,4.0,19.0,recreation,car,14.0,17.0
449,24.0,9.0,work,car,8.0,11.0
449,9.0,24.0,home,car,17.0,20.0
449,24.0,32.0,recreation,car,20.0,23.0
450,4.0,4.0,work,walk,11.0,14.0
450,4.0,4.0,home,walk,17.0,20.0
450,4.0,4.0,market,walk,17.0,20.0
451,5.0,26.0,recreation,bus,17.0,20.0
451,26.0,5.0,home,walk,17.0,20.0
452,18.0,21.0,work,bus,8.0,11.0
452,21.0,30.0,work,bus,20.0,23.0
453,31.0,22.0,work,car,8.0,11.0
453,22.0,31.0,home,car,17.0,20.0
453,31.0,31.0,recreation,walk,17.0,20.0
453,31.0,31.0,home,walk,17.0,20.0
454,13.0,1.0,market,walk,14.0,17.0
454,1.0,13.0,home,walk,20.0,23.0
455,20.0,24.0,work,train,14.0,17.0
455,24.0,16.0,work,train,14.0,17.0
456,24.0,24.0,work,car,8.0,11.0
456,24.0,24.0,home,car,17.0,20.0
457,32.0,32.0,recreation,motorcycle,17.0,20.0
457,32.0,32.0,home,motorcycle,17.0,20.0
458,12.0,12.0,recreation,car,17.0,20.0
458,12.0,12.0,market,car,35.0,38.0
459,2.0,1.0,recreation,bus,11.0,14.0
459,1.0,2.0,home,bus,17.0,20.0
459,2.0,2.0,other,walk,20.0,23.0
459,2.0,2.0,home,walk,23.0,29.0
460,2.0,30.0,recreation,car,14.0,17.0
460,30.0,2.0,home,car,17.0,20.0
461,9.0,22.0,work,car,5.0,8.0
461,22.0,9.0,home,car,14.0,17.0
461,9.0,25.0,other,car,20.0,23.0
462,32.0,32.0,work,walk,8.0,11.0
462,32.0,35.0,work,train,8.0,11.0
462,35.0,32.0,home,train,17.0,20.0
463,24.0,22.0,work,car,8.0,11.0
463,22.0,22.0,market,car,17.0,20.0
464,26.0,26.0,other,car,17.0,20.0
464,26.0,26.0,home,car,17.0,20.0
465,22.0,22.0,recreation,car,20.0,23.0
465,22.0,22.0,home,car,23.0,29.0
466,35.0,1.0,recreation,train,11.0,14.0
466,1.0,35.0,home,train,20.0,23.0
467,18.0,15.0,other,car,8.0,11.0
467,15.0,18.0,home,car,8.0,11.0
468,7.0,4.0,work,walk,5.0,8.0
468,4.0,7.0,home,taxi,17.0,20.0
469,7.0,25.0,work,train,8.0,11.0
469,25.0,7.0,home,train,20.0,23.0
470,30.0,15.0,work,train,8.0,11.0
470,15.0,30.0,home,train,17.0,20.0
471,4.0,1.0,work,bus,11.0,14.0
471,1.0,4.0,home,bus,20.0,23.0
472,16.0,16.0,recreation,walk,14.0,17.0
472,16.0,16.0,recreation,walk,14.0,17.0
473,35.0,35.0,other,train,14.0,17.0
473,35.0,35.0,work,bus,32.0,35.0
473,35.0,35.0,other,train,41.0,44.0
474,8.0,8.0,work,bus,8.0,11.0
474,8.0,8.0,education,train,8.0,11.0
474,8.0,8.0,market,bus,11.0,14.0
474,8.0,8.0,home,bus,17.0,20.0
475,7.0,35.0,work,train,8.0,11.0
475,35.0,7.0,home,train,17.0,20.0
475,7.0,35.0,other,bus,20.0,23.0
476,17.0,36.0,other,car,14.0,17.0
476,36.0,17.0,home,car,14.0,17.0
477,7.0,21.0,work,train,5.0,8.0
477,21.0,7.0,home,train,14.0,17.0
478,21.0,28.0,work,bus,20.0,23.0
478,28.0,21.0,home,bus,29.0,32.0
478,21.0,21.0,other,walk,38.0,41.0
479,2.0,29.0,work,car,8.0,11.0
479,29.0,34.0,recreation,car,17.0,20.0
479,34.0,2.0,home,car,23.0,29.0
480,22.0,2.0,work,car,8.0,11.0
480,2.0,24.0,work,car,14.0,17.0
480,24.0,22.0,other,car,17.0,20.0
480,22.0,20.0,recreation,car,20.0,23.0
480,20.0,22.0,home,car,23.0,29.0
481,30.0,30.0,work,walk,5.0,8.0
481,30.0,30.0,home,walk,17.0,20.0
482,26.0,15.0,work,car,8.0,11.0
482,15.0,11.0,work,car,17.0,20.0
483,12.0,7.0,work,car,8.0,11.0
483,7.0,7.0,work,car,14.0,17.0
483,7.0,1.0,recreation,train,20.0,23.0
484,20.0,29.0,work,car,5.0,8.0
484,29.0,2.0,recreation,car,14.0,17.0
484,2.0,20.0,home,car,17.0,20.0
485,36.0,11.0,education,bus,8.0,11.0
485,11.0,36.0,home,bus,11.0,14.0
486,22.0,22.0,other,car,11.0,14.0
486,22.0,14.0,work,car,11.0,14.0
486,14.0,32.0,recreation,car,20.0,23.0
487,14.0,22.0,work,car,17.0,20.0
487,22.0,35.0,market,car,17.0,20.0
488,36.0,36.0,recreation,car,17.0,20.0
488,36.0,36.0,market,car,20.0,23.0
489,7.0,7.0,other,motorcycle,8.0,11.0
489,7.0,1.0,service,motorcycle,11.0,14.0
489,1.0,2.0,market,motorcycle,11.0,14.0
490,4.0,3.0,work,car,5.0,8.0
490,3.0,4.0,home,car,14.0,17.0
490,4.0,2.0,recreation,car,20.0,23.0
491,26.0,22.0,work,car,8.0,11.0
491,22.0,2.0,work,car,14.0,17.0
491,2.0,2.0,recreation,walk,20.0,23.0
492,2.0,3.0,work,walk,8.0,11.0
492,3.0,2.0,home,walk,17.0,20.0
492,2.0,1.0,recreation,taxi,20.0,23.0
493,35.0,2.0,work,car,8.0,11.0
493,2.0,35.0,home,car,17.0,20.0
494,1.0,1.0,work,walk,5.0,8.0
494,1.0,1.0,work,walk,14.0,17.0
494,1.0,1.0,market,car,17.0,20.0
495,5.0,18.0,work,car,8.0,11.0
495,18.0,11.0,work,car,17.0,20.0
495,11.0,16.0,recreation,walk,17.0,20.0
496,1.0,1.0,education,train,11.0,14.0
496,1.0,1.0,recreation,walk,14.0,17.0
496,1.0,4.0,recreation,car,20.0,23.0
497,1.0,1.0,recreation,bus,20.0,23.0
497,1.0,1.0,market,walk,32.0,35.0
498,34.0,35.0,work,car,8.0,11.0
498,35.0,34.0,home,car,20.0,23.0
499,20.0,1.0,other,car,8.0,11.0
499,1.0,3.0,work,car,11.0,14.0
499,3.0,20.0,home,car,17.0,20.0
500,15.0,34.0,other,car,8.0,11.0
500,34.0,2.0,market,car,17.0,20.0
500,2.0,15.0,home,car,20.0,23.0
501,2.0,2.0,recreation,walk,8.0,11.0
501,2.0,1.0,other,walk,11.0,14.0
501,1.0,1.0,work,bicycle,17.0,20.0
501,1.0,2.0,home,bicycle,20.0,23.0
502,20.0,35.0,work,car,8.0,11.0
502,35.0,20.0,home,car,17.0,20.0
503,1.0,1.0,work,walk,5.0,8.0
503,1.0,13.0,other,car,17.0,20.0
504,24.0,2.0,work,motorcycle,5.0,8.0
504,2.0,1.0,recreation,bicycle,17.0,20.0
505,18.0,18.0,other,train,11.0,14.0
505,18.0,18.0,home,train,11.0,14.0
506,2.0,30.0,education,train,5.0,8.0
506,30.0,2.0,home,bus,11.0,14.0
507,15.0,22.0,work,bus,14.0,17.0
507,22.0,15.0,home,bus,20.0,23.0
507,15.0,4.0,service,bus,35.0,38.0
508,2.0,30.0,work,car,8.0,11.0
508,30.0,2.0,home,car,17.0,20.0
508,2.0,12.0,other,car,35.0,38.0
509,28.0,7.0,work,car,8.0,11.0
509,7.0,22.0,recreation,car,17.0,20.0
509,22.0,28.0,home,car,20.0,23.0
510,2.0,15.0,work,bus,8.0,11.0
510,15.0,1.0,market,train,14.0,17.0
510,1.0,2.0,home,walk,17.0,20.0
511,28.0,28.0,recreation,taxi,14.0,17.0
511,28.0,28.0,market,walk,20.0,23.0
512,7.0,1.0,work,car,8.0,11.0
512,1.0,28.0,work,car,17.0,20.0
513,2.0,13.0,other,taxi,8.0,11.0
513,13.0,2.0,home,bus,11.0,14.0
514,5.0,5.0,other,walk,11.0,14.0
514,5.0,6.0,other,walk,14.0,17.0
514,6.0,6.0,market,walk,17.0,20.0
515,6.0,7.0,work,motorcycle,8.0,11.0
515,7.0,6.0,home,motorcycle,17.0,20.0
515,6.0,6.0,market,walk,17.0,20.0
516,15.0,7.0,work,car,8.0,11.0
516,7.0,6.0,work,car,14.0,17.0
517,16.0,16.0,education,walk,17.0,20.0
517,16.0,1.0,work,walk,29.0,32.0
518,15.0,1.0,work,motorcycle,8.0,11.0
518,1.0,15.0,home,motorcycle,17.0,20.0
518,15.0,18.0,recreation,motorcycle,17.0,20.0
518,18.0,30.0,recreation,motorcycle,20.0,23.0
519,14.0,23.0,work,bicycle,8.0,11.0
519,23.0,21.0,work,bicycle,14.0,17.0
520,6.0,6.0,market,walk,14.0,17.0
520,6.0,6.0,other,walk,14.0,17.0
521,20.0,15.0,work,car,8.0,11.0
521,15.0,10.0,other,car,8.0,11.0
522,7.0,15.0,work,bus,8.0,11.0
522,15.0,7.0,home,bus,17.0,20.0
522,7.0,7.0,recreation,walk,20.0,23.0
522,7.0,7.0,home,walk,23.0,29.0
523,15.0,15.0,recreation,bus,11.0,14.0
523,15.0,15.0,home,walk,23.0,29.0
523,15.0,1.0,home,taxi,44.0,47.0
524,15.0,34.0,recreation,motorcycle,14.0,17.0
524,34.0,21.0,other,motorcycle,17.0,20.0
524,21.0,15.0,home,motorcycle,20.0,23.0
524,15.0,25.0,recreation,motorcycle,20.0,23.0
524,25.0,11.0,recreation,train,20.0,23.0
525,7.0,1.0,recreation,car,20.0,23.0
525,1.0,7.0,home,car,23.0,29.0
526,15.0,15.0,other,walk,14.0,17.0
526,15.0,7.0,recreation,bus,20.0,23.0
527,30.0,24.0,work,car,8.0,11.0
527,24.0,7.0,other,car,17.0,20.0
527,7.0,30.0,home,car,17.0,20.0
528,25.0,24.0,work,train,8.0,11.0
528,24.0,24.0,work,train,29.0,32.0
528,24.0,15.0,work,train,44.0,47.0
529,1.0,1.0,recreation,walk,20.0,23.0
529,1.0,15.0,recreation,walk,20.0,23.0
530,35.0,35.0,recreation,car,17.0,20.0
530,35.0,36.0,work,car,32.0,35.0
531,3.0,1.0,work,train,8.0,11.0
531,1.0,3.0,home,train,17.0,20.0
532,21.0,21.0,other,car,11.0,14.0
532,21.0,2.0,market,car,11.0,14.0
533,14.0,14.0,other,walk,17.0,20.0
533,14.0,14.0,other,walk,17.0,20.0
533,14.0,14.0,market,car,38.0,41.0
534,1.0,1.0,market,walk,11.0,14.0
534,1.0,1.0,other,car,14.0,17.0
535,36.0,36.0,work,car,8.0,11.0
535,36.0,36.0,home,car,14.0,17.0
536,15.0,1.0,market,bus,17.0,20.0
536,1.0,6.0,work,walk,32.0,35.0
537,1.0,12.0,recreation,car,11.0,14.0
537,12.0,1.0,home,car,14.0,17.0
537,1.0,1.0,recreation,taxi,20.0,23.0
537,1.0,1.0,home,car,23.0,29.0
538,24.0,22.0,work,train,8.0,11.0
538,22.0,24.0,home,train,17.0,20.0
539,7.0,15.0,education,bus,8.0,11.0
539,15.0,7.0,home,bus,17.0,20.0
539,7.0,1.0,recreation,train,20.0,23.0
540,7.0,29.0,other,car,17.0,20.0
540,29.0,7.0,recreation,car,17.0,20.0
540,7.0,7.0,home,car,20.0,23.0
541,36.0,2.0,work,train,11.0,14.0
541,2.0,2.0,work,train,11.0,14.0
542,22.0,22.0,other,car,8.0,11.0
542,22.0,22.0,home,car,20.0,23.0
543,24.0,15.0,work,motorcycle,14.0,17.0
543,15.0,13.0,work,motorcycle,14.0,17.0
543,13.0,24.0,work,motorcycle,20.0,23.0
544,25.0,1.0,recreation,train,11.0,14.0
544,1.0,25.0,home,train,14.0,17.0
545,15.0,36.0,work,train,8.0,11.0
545,36.0,15.0,home,train,17.0,20.0
546,7.0,12.0,work,car,8.0,11.0
546,12.0,7.0,work,car,17.0,20.0
546,7.0,7.0,market,walk,17.0,20.0
546,7.0,7.0,home,walk,17.0,20.0
546,7.0,7.0,recreation,walk,20.0,23.0
547,10.0,18.0,work,car,14.0,17.0
547,18.0,25.0,work,car,14.0,17.0
547,25.0,28.0,work,car,17.0,20.0
548,8.0,23.0,work,car,8.0,11.0
548,23.0,6.0,market,car,14.0,17.0
549,15.0,15.0,education,bus,8.0,11.0
549,15.0,11.0,recreation,train,20.0,23.0
549,11.0,13.0,recreation,bus,41.0,44.0
549,13.0,1.0,market,train,62.0,65.0
549,1.0,7.0,recreation,bus,65.0,68.0
550,2.0,1.0,market,walk,11.0,14.0
550,1.0,2.0,home,walk,11.0,14.0
551,34.0,34.0,other,taxi,11.0,14.0
551,34.0,29.0,work,taxi,29.0,32.0
552,13.0,15.0,work,bus,8.0,11.0
552,15.0,1.0,work,bus,17.0,20.0
553,1.0,1.0,work,bus,8.0,11.0
553,1.0,1.0,recreation,taxi,20.0,23.0
553,1.0,1.0,home,walk,41.0,44.0
553,1.0,1.0,home,taxi,47.0,53.0
554,28.0,1.0,work,car,8.0,11.0
554,1.0,7.0,other,car,14.0,17.0
554,7.0,28.0,home,car,17.0,20.0
555,1.0,15.0,work,car,8.0,11.0
555,15.0,1.0,home,car,20.0,23.0
555,1.0,2.0,recreation,walk,20.0,23.0
555,2.0,1.0,home,car,23.0,29.0
556,30.0,36.0,work,car,5.0,8.0
556,36.0,19.0,work,car,8.0,11.0
556,19.0,22.0,market,car,11.0,14.0
556,22.0,24.0,other,taxi,14.0,17.0
557,35.0,29.0,work,train,5.0,8.0
557,29.0,35.0,home,train,14.0,17.0
558,15.0,1.0,work,taxi,5.0,8.0
558,1.0,2.0,market,taxi,11.0,14.0
559,32.0,32.0,other,car,17.0,20.0
559,32.0,32.0,other,car,17.0,20.0
559,32.0,32.0,other,car,17.0,20.0
559,32.0,32.0,other,car,17.0,20.0
559,32.0,32.0,other,car,17.0,20.0
560,35.0,1.0,work,train,5.0,8.0
