pid,gender,age,education,employment,income,car_own,home,dest1,purp1,mode1,dest2,purp2,mode2,dest3,purp3,mode3,dest4,purp4,mode4,dest5,purp5,mode5,min_time1,max_time1,min_time2,max_time2,min_time3,max_time3,min_time4,max_time4,min_time5,max_time5
237,0: feamale,43.0,4: master or phd,4: active,2: 750-1500,1: yes,25.0,25,7: other,7: walk,1,1: work,4: train,25.0,7: other,4: train,31.0,7: other,1: car,25.0,2: return home,1: car,5.0,8.0,8.0,11.0,11.0,14.0,11.0,14.0,11.0,14.0
238,0: feamale,38.0,4: master or phd,4: active,2: 750-1500,1: yes,5.0,1,1: work,3: bus,5,2: return home,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
239,1: male,25.0,4: master or phd,4: active,2: 750-1500,1: yes,12.0,30,1: work,1: car,35,1: work,1: car,,,,,,,,,,5.0,8.0,8.0,11.0,,,,,,
240,0: feamale,38.0,4: master or phd,4: active,1: 750 or less,0: no,25.0,1,1: work,4: train,25,2: return home,4: train,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
241,1: male,54.0,4: master or phd,4: active,3: 1500-2500,0: no,21.0,21,1: work,6: bicycle,21,2: return home,6: bicycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
242,0: feamale,61.0,3: bachelor,4: active,2: 750-1500,1: yes,32.0,16,1: work,4: train,32,2: return home,4: train,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
243,0: feamale,37.0,4: master or phd,4: active,2: 750-1500,1: yes,25.0,22,1: work,1: car,25,2: return home,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
244,0: feamale,62.0,3: bachelor,4: active,,1: yes,7.0,22,1: work,1: car,1,4: market,7: walk,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
245,1: male,42.0,3: bachelor,4: active,,1: yes,31.0,28,5: recreation,1: car,31,2: return home,1: car,22.0,5: recreation,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
246,0: feamale,26.0,4: master or phd,4: active,1: 750 or less,0: no,7.0,2,5: recreation,3: bus,7,2: return home,7: walk,,,,,,,,,,14.0,17.0,17.0,20.0,,,,,,
247,1: male,44.0,3: bachelor,4: active,2: 750-1500,1: yes,32.0,35,1: work,1: car,28,1: work,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
248,0: feamale,36.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,3,1: work,7: walk,7,2: return home,7: walk,34.0,5: recreation,7: walk,1.0,5: recreation,7: walk,,,,5.0,8.0,14.0,17.0,17.0,20.0,20.0,23.0,,
249,0: feamale,48.0,4: master or phd,4: active,1: 750 or less,1: yes,10.0,26,1: work,1: car,1,1: work,7: walk,1.0,1: work,1: car,,,,,,,11.0,14.0,11.0,14.0,14.0,17.0,,,,
250,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,7: walk,22,7: other,1: car,,,,,,,,,,17.0,20.0,17.0,20.0,,,,,,
251,0: feamale,47.0,3: bachelor,4: active,2: 750-1500,1: yes,9.0,1,1: work,1: car,9,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
252,1: male,48.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,1,1: work,4: train,19,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
253,1: male,57.0,3: bachelor,4: active,3: 1500-2500,1: yes,21.0,1,1: work,1: car,21,2: return home,1: car,1.0,1: work,7: walk,,,,,,,8.0,11.0,20.0,23.0,35.0,38.0,,,,
254,0: feamale,61.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,35,5: recreation,1: car,35,5: recreation,1: car,22.0,5: recreation,1: car,34.0,1: work,1: car,,,,11.0,14.0,20.0,23.0,38.0,41.0,56.0,59.0,,
255,0: feamale,21.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,7,1: work,1: car,24,2: return home,1: car,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
256,1: male,44.0,3: bachelor,4: active,3: 1500-2500,1: yes,7.0,7,1: work,1: car,7,1: work,1: car,7.0,2: return home,1: car,,,,,,,5.0,8.0,5.0,8.0,17.0,20.0,,,,
257,,,,4: active,,1: yes,3.0,29,1: work,1: car,18,1: work,4: train,18.0,4: market,1: car,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
258,0: feamale,25.0,2: high school,4: active,1: 750 or less,0: no,2.0,35,1: work,3: bus,35,1: work,3: bus,2.0,2: return home,3: bus,,,,,,,5.0,8.0,17.0,20.0,17.0,20.0,,,,
259,0: feamale,44.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,31,1: work,1: car,22,1: work,1: car,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
260,1: male,64.0,3: bachelor,4: active,3: 1500-2500,1: yes,19.0,21,1: work,1: car,21,1: work,1: car,19.0,2: return home,1: car,,,,,,,8.0,11.0,8.0,11.0,17.0,20.0,,,,
261,0: feamale,45.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,3,1: work,3: bus,19,1: work,3: bus,1.0,1: work,4: train,,,,,,,5.0,8.0,17.0,20.0,17.0,20.0,,,,
262,1: male,58.0,3: bachelor,4: active,2: 750-1500,0: no,22.0,2,1: work,4: train,22,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
263,0: feamale,34.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,28,1: work,3: bus,30,2: return home,2: taxi,11.0,5: recreation,2: taxi,11.0,5: recreation,1: car,,,,8.0,11.0,17.0,20.0,20.0,23.0,23.0,29.0,,
264,0: feamale,21.0,4: master or phd,4: active,2: 750-1500,1: yes,30.0,22,1: work,4: train,30,2: return home,4: train,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
265,0: feamale,37.0,4: master or phd,4: active,2: 750-1500,1: yes,25.0,1,1: work,1: car,25,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
266,0: feamale,26.0,4: master or phd,3: student,1: 750 or less,1: yes,25.0,15,3: education,1: car,25,1: work,3: bus,25.0,2: return home,7: walk,,,,,,,8.0,11.0,14.0,17.0,20.0,23.0,,,,
267,1: male,35.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,28,1: work,1: car,19,2: return home,1: car,19.0,5: recreation,7: walk,,,,,,,5.0,8.0,17.0,20.0,20.0,23.0,,,,
268,0: feamale,33.0,4: master or phd,4: active,3: 1500-2500,1: yes,29.0,22,1: work,1: car,29,2: return home,1: car,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
269,0: feamale,48.0,4: master or phd,4: active,,1: yes,35.0,30,1: work,4: train,35,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
270,0: feamale,41.0,4: master or phd,4: active,2: 750-1500,1: yes,35.0,1,1: work,1: car,35,2: return home,1: car,,,,,,,,,,8.0,11.0,20.0,23.0,,,,,,
271,1: male,26.0,3: bachelor,3: student,1: 750 or less,1: yes,28.0,28,5: recreation,3: bus,6,5: recreation,4: train,,,,,,,,,,14.0,17.0,35.0,38.0,,,,,,
272,1: male,46.0,3: bachelor,4: active,3: 1500-2500,1: yes,25.0,1,1: work,5: motorcycle,1,1: work,5: motorcycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
273,1: male,46.0,3: bachelor,4: active,,0: no,21.0,36,1: work,3: bus,2,1: work,3: bus,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
274,0: feamale,32.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,17,1: work,1: car,7,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
275,0: feamale,59.0,3: bachelor,4: active,,1: yes,6.0,1,1: work,1: car,23,5: recreation,1: car,6.0,2: return home,1: car,,,,,,,8.0,11.0,20.0,23.0,20.0,23.0,,,,
276,0: feamale,33.0,4: master or phd,4: active,2: 750-1500,1: yes,9.0,15,1: work,1: car,9,2: return home,1: car,9.0,3: education,1: car,19.0,4: market,1: car,,,,8.0,11.0,14.0,17.0,17.0,20.0,17.0,20.0,,
277,1: male,41.0,4: master or phd,4: active,2: 750-1500,1: yes,27.0,2,1: work,1: car,15,1: work,1: car,1.0,5: recreation,1: car,,,,,,,11.0,14.0,14.0,17.0,20.0,23.0,,,,
278,0: feamale,48.0,2: high school,4: active,2: 750-1500,1: yes,32.0,15,1: work,4: train,32,2: return home,4: train,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
279,0: feamale,32.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,1,1: work,1: car,24,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
280,0: feamale,27.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,29,1: work,3: bus,15,2: return home,4: train,15.0,4: market,7: walk,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
281,0: feamale,39.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,1,1: work,1: car,35,7: other,1: car,35.0,7: other,1: car,35.0,2: return home,1: car,,,,8.0,11.0,8.0,11.0,17.0,20.0,17.0,20.0,,
282,1: male,53.0,3: bachelor,4: active,2: 750-1500,0: no,4.0,1,1: work,4: train,4,2: return home,4: train,3.0,5: recreation,7: walk,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
283,0: feamale,29.0,2: high school,3: student,0: no income,1: yes,19.0,15,3: education,4: train,19,2: return home,4: train,19.0,1: work,7: walk,,,,,,,5.0,8.0,14.0,17.0,17.0,20.0,,,,
284,1: male,19.0,4: master or phd,4: active,1: 750 or less,1: yes,31.0,15,1: work,4: train,14,5: recreation,1: car,31.0,2: return home,1: car,,,,,,,8.0,11.0,17.0,20.0,23.0,29.0,,,,
285,1: male,21.0,4: master or phd,4: active,1: 750 or less,1: yes,32.0,22,1: work,1: car,8,7: other,1: car,32.0,2: return home,1: car,,,,,,,11.0,14.0,20.0,23.0,23.0,29.0,,,,
286,1: male,29.0,4: master or phd,4: active,2: 750-1500,1: yes,4.0,16,1: work,1: car,4,2: return home,1: car,1.0,5: recreation,1: car,,,,,,,8.0,11.0,14.0,17.0,20.0,23.0,,,,
287,1: male,31.0,3: bachelor,4: active,3: 1500-2500,1: yes,36.0,3,1: work,1: car,3,5: recreation,7: walk,1.0,5: recreation,7: walk,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
288,0: feamale,54.0,3: bachelor,4: active,3: 1500-2500,0: no,20.0,1,1: work,2: taxi,1,1: work,1: car,,,,,,,,,,8.0,11.0,29.0,32.0,,,,,,
289,1: male,44.0,3: bachelor,4: active,2: 750-1500,1: yes,17.0,15,1: work,1: car,4,1: work,1: car,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
290,1: male,24.0,2: high school,3: student,0: no income,1: yes,31.0,31,5: recreation,1: car,32,5: recreation,1: car,31.0,2: return home,1: car,,,,,,,11.0,14.0,17.0,20.0,23.0,29.0,,,,
291,0: feamale,22.0,3: bachelor,4: active,1: 750 or less,1: yes,18.0,1,5: recreation,4: train,1,5: recreation,4: train,1.0,5: recreation,2: taxi,18.0,2: return home,2: taxi,,,,8.0,11.0,14.0,17.0,20.0,23.0,23.0,29.0,,
292,1: male,26.0,2: high school,3: student,0: no income,1: yes,35.0,15,3: education,1: car,35,2: return home,1: car,35.0,4: market,1: car,35.0,2: return home,1: car,35.0,5: recreation,1: car,11.0,14.0,14.0,17.0,17.0,20.0,17.0,20.0,20.0,23.0
293,1: male,34.0,3: bachelor,4: active,1: 750 or less,1: yes,29.0,35,1: work,4: train,35,1: work,4: train,,,,,,,,,,5.0,8.0,14.0,17.0,,,,,,
294,0: feamale,33.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,1: car,1,2: return home,1: car,,,,,,,,,,11.0,14.0,14.0,17.0,,,,,,
295,0: feamale,45.0,2: high school,4: active,1: 750 or less,0: no,7.0,35,1: work,3: bus,7,2: return home,3: bus,7.0,4: market,7: walk,,,,,,,5.0,8.0,14.0,17.0,14.0,17.0,,,,
296,0: feamale,61.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,34,1: work,1: car,24,4: market,1: car,2.0,7: other,1: car,7.0,2: return home,1: car,,,,8.0,11.0,17.0,20.0,17.0,20.0,20.0,23.0,,
297,1: male,19.0,3: bachelor,2: unemployed,0: no income,0: no,15.0,15,3: education,4: train,1,3: education,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
298,1: male,43.0,3: bachelor,4: active,3: 1500-2500,1: yes,1.0,22,1: work,4: train,1,2: return home,4: train,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
299,1: male,44.0,4: master or phd,4: active,3: 1500-2500,1: yes,32.0,35,1: work,5: motorcycle,22,1: work,5: motorcycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
300,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,22,1: work,1: car,30,2: return home,1: car,,,,,,,,,,8.0,11.0,20.0,23.0,,,,,,
301,1: male,36.0,4: master or phd,4: active,3: 1500-2500,1: yes,1.0,1,1: work,4: train,1,2: return home,4: train,1.0,5: recreation,7: walk,1.0,2: return home,7: walk,,,,8.0,11.0,17.0,20.0,20.0,23.0,20.0,23.0,,
302,0: feamale,31.0,3: bachelor,4: active,1: 750 or less,1: yes,25.0,35,1: work,4: train,25,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
303,0: feamale,31.0,4: master or phd,4: active,3: 1500-2500,0: no,25.0,1,1: work,2: taxi,25,2: return home,2: taxi,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
304,0: feamale,44.0,3: bachelor,4: active,2: 750-1500,1: yes,32.0,26,1: work,1: car,22,1: work,1: car,,,,,,,,,,8.0,11.0,11.0,14.0,,,,,,
305,0: feamale,23.0,2: high school,3: student,0: no income,1: yes,18.0,18,5: recreation,7: walk,1,4: market,4: train,2.0,5: recreation,1: car,28.0,1: work,1: car,,,,17.0,20.0,38.0,41.0,44.0,47.0,56.0,59.0,,
306,1: male,28.0,3: bachelor,4: active,2: 750-1500,1: yes,24.0,35,1: work,4: train,31,5: recreation,7: walk,,,,,,,,,,14.0,17.0,20.0,23.0,,,,,,
307,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,20.0,25,1: work,4: train,28,4: market,4: train,28.0,5: recreation,7: walk,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
308,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,34,1: work,1: car,19,2: return home,1: car,19.0,4: market,1: car,,,,,,,8.0,11.0,17.0,20.0,17.0,20.0,,,,
309,1: male,29.0,2: high school,3: student,1: 750 or less,0: no,15.0,22,5: recreation,2: taxi,15,2: return home,2: taxi,,,,,,,,,,0.0,5.0,5.0,8.0,,,,,,
310,1: male,84.0,2: high school,1: inactive,2: 750-1500,1: yes,2.0,1,4: market,4: train,28,5: recreation,4: train,14.0,7: other,3: bus,,,,,,,11.0,14.0,11.0,14.0,17.0,20.0,,,,
311,0: feamale,24.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,35,7: other,4: train,36,5: recreation,4: train,,,,,,,,,,17.0,20.0,29.0,32.0,,,,,,
312,1: male,62.0,3: bachelor,4: active,2: 750-1500,0: no,31.0,4,1: work,6: bicycle,35,4: market,6: bicycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
313,0: feamale,38.0,3: bachelor,4: active,2: 750-1500,1: yes,35.0,35,1: work,1: car,35,2: return home,1: car,,,,,,,,,,11.0,14.0,23.0,29.0,,,,,,
314,,22.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,15,1: work,4: train,1,5: recreation,3: bus,19.0,2: return home,4: train,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
315,0: feamale,55.0,4: master or phd,4: active,3: 1500-2500,1: yes,24.0,16,1: work,1: car,13,7: other,1: car,15.0,7: other,1: car,13.0,5: recreation,7: walk,,,,8.0,11.0,17.0,20.0,23.0,29.0,38.0,41.0,,
316,0: feamale,36.0,4: master or phd,4: active,1: 750 or less,1: yes,22.0,34,1: work,1: car,22,2: return home,1: car,35.0,3: education,1: car,22.0,2: return home,1: car,,,,5.0,8.0,14.0,17.0,17.0,20.0,17.0,20.0,,
317,0: feamale,44.0,4: master or phd,4: active,3: 1500-2500,1: yes,22.0,36,1: work,1: car,22,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
318,1: male,54.0,2: high school,4: active,4: 2500 or more,1: yes,15.0,15,5: recreation,5: motorcycle,29,4: market,5: motorcycle,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
319,1: male,64.0,3: bachelor,4: active,,1: yes,26.0,13,1: work,1: car,30,7: other,1: car,,,,,,,,,,5.0,8.0,11.0,14.0,,,,,,
320,0: feamale,55.0,3: bachelor,4: active,2: 750-1500,1: yes,5.0,35,1: work,1: car,5,2: return home,1: car,1.0,7: other,1: car,14.0,5: recreation,1: car,,,,5.0,8.0,11.0,14.0,14.0,17.0,14.0,17.0,,
321,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,35.0,29,3: education,4: train,35,5: recreation,1: car,35.0,2: return home,3: bus,,,,,,,8.0,11.0,14.0,17.0,17.0,20.0,,,,
322,1: male,19.0,2: high school,3: student,0: no income,0: no,19.0,2,4: market,4: train,1,4: market,4: train,4.0,5: recreation,4: train,,,,,,,8.0,11.0,11.0,14.0,14.0,17.0,,,,
323,1: male,29.0,2: high school,3: student,0: no income,1: yes,19.0,15,3: education,4: train,19,2: return home,4: train,19.0,5: recreation,7: walk,,,,,,,8.0,11.0,14.0,17.0,20.0,23.0,,,,
324,0: feamale,49.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,29,1: work,4: train,1,1: work,4: train,22.0,1: work,4: train,22.0,2: return home,2: taxi,,,,8.0,11.0,14.0,17.0,17.0,20.0,20.0,23.0,,
325,1: male,36.0,4: master or phd,4: active,,1: yes,1.0,1,5: recreation,4: train,1,5: recreation,4: train,34.0,5: recreation,7: walk,,,,,,,8.0,11.0,11.0,14.0,20.0,23.0,,,,
326,1: male,51.0,4: master or phd,4: active,4: 2500 or more,1: yes,28.0,1,1: work,1: car,28,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
327,0: feamale,19.0,2: high school,3: student,0: no income,0: no,18.0,18,7: other,4: train,1,3: education,4: train,2.0,5: recreation,7: walk,,,,,,,14.0,17.0,35.0,38.0,41.0,44.0,,,,
328,0: feamale,53.0,3: bachelor,4: active,2: 750-1500,1: yes,11.0,11,1: work,1: car,22,1: work,1: car,11.0,2: return home,1: car,,,,,,,5.0,8.0,5.0,8.0,17.0,20.0,,,,
329,1: male,27.0,4: master or phd,4: active,2: 750-1500,1: yes,2.0,24,1: work,5: motorcycle,24,4: market,5: motorcycle,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
330,1: male,47.0,2: high school,4: active,2: 750-1500,1: yes,7.0,32,1: work,1: car,7,2: return home,2: taxi,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
331,1: male,49.0,2: high school,4: active,,1: yes,23.0,17,1: work,4: train,10,7: other,4: train,34.0,7: other,7: walk,,,,,,,20.0,23.0,29.0,32.0,38.0,41.0,,,,
332,1: male,26.0,3: bachelor,3: student,0: no income,1: yes,19.0,1,3: education,4: train,19,2: return home,4: train,,,,,,,,,,8.0,11.0,11.0,14.0,,,,,,
333,1: male,57.0,3: bachelor,4: active,,1: yes,1.0,1,7: other,4: train,1,7: other,4: train,,,,,,,,,,17.0,20.0,17.0,20.0,,,,,,
334,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,15.0,15,3: education,7: walk,1,4: market,3: bus,,,,,,,,,,8.0,11.0,11.0,14.0,,,,,,
335,1: male,26.0,4: master or phd,4: active,3: 1500-2500,0: no,2.0,15,1: work,2: taxi,2,2: return home,7: walk,30.0,5: recreation,4: train,1.0,5: recreation,4: train,2.0,2: return home,7: walk,8.0,11.0,14.0,17.0,17.0,20.0,20.0,23.0,23.0,29.0
336,1: male,20.0,2: high school,3: student,0: no income,1: yes,1.0,1,5: recreation,4: train,11,5: recreation,1: car,,,,,,,,,,20.0,23.0,20.0,23.0,,,,,,
337,0: feamale,39.0,3: bachelor,4: active,2: 750-1500,1: yes,33.0,15,1: work,1: car,18,1: work,1: car,18.0,5: recreation,1: car,,,,,,,14.0,17.0,20.0,23.0,20.0,23.0,,,,
338,0: feamale,29.0,4: master or phd,4: active,3: 1500-2500,1: yes,17.0,22,1: work,1: car,36,1: work,1: car,22.0,5: recreation,1: car,,,,,,,8.0,11.0,14.0,17.0,17.0,20.0,,,,
339,1: male,26.0,3: bachelor,4: active,2: 750-1500,1: yes,31.0,15,1: work,4: train,31,2: return home,4: train,31.0,5: recreation,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
340,1: male,23.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,15,1: work,1: car,7,5: recreation,1: car,15.0,2: return home,1: car,,,,,,,8.0,11.0,17.0,20.0,20.0,23.0,,,,
341,1: male,38.0,3: bachelor,4: active,2: 750-1500,1: yes,35.0,35,1: work,1: car,35,2: return home,1: car,7.0,5: recreation,1: car,,,,,,,8.0,11.0,17.0,20.0,23.0,29.0,,,,
342,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,22,1: work,1: car,7,2: return home,1: car,,,,,,,,,,5.0,8.0,11.0,14.0,,,,,,
343,1: male,37.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,22,1: work,1: car,7,2: return home,1: car,30.0,5: recreation,4: train,7.0,2: return home,4: train,,,,8.0,11.0,14.0,17.0,17.0,20.0,23.0,29.0,,
344,1: male,22.0,2: high school,3: student,0: no income,1: yes,15.0,15,3: education,3: bus,11,5: recreation,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
345,0: feamale,49.0,3: bachelor,4: active,4: 2500 or more,1: yes,17.0,1,3: education,4: train,1,5: recreation,7: walk,17.0,2: return home,1: car,,,,,,,17.0,20.0,20.0,23.0,23.0,29.0,,,,
346,1: male,38.0,3: bachelor,4: active,2: 750-1500,1: yes,10.0,17,1: work,1: car,13,1: work,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
347,0: feamale,19.0,2: high school,4: active,1: 750 or less,1: yes,16.0,7,1: work,4: train,16,2: return home,4: train,,,,,,,,,,14.0,17.0,23.0,29.0,,,,,,
348,0: feamale,25.0,4: master or phd,4: active,2: 750-1500,1: yes,6.0,15,1: work,5: motorcycle,18,5: recreation,5: motorcycle,,,,,,,,,,11.0,14.0,20.0,23.0,,,,,,
349,1: male,24.0,2: high school,3: student,0: no income,1: yes,15.0,15,3: education,1: car,15,2: return home,1: car,13.0,5: recreation,1: car,13.0,2: return home,1: car,,,,8.0,11.0,11.0,14.0,20.0,23.0,20.0,23.0,,
350,1: male,23.0,2: high school,4: active,1: 750 or less,0: no,21.0,28,1: work,5: motorcycle,21,2: return home,5: motorcycle,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
351,,26.0,3: bachelor,4: active,2: 750-1500,0: no,18.0,18,5: recreation,4: train,28,4: market,4: train,28.0,4: market,3: bus,,,,,,,20.0,23.0,41.0,44.0,41.0,44.0,,,,
352,1: male,16.0,2: high school,3: student,0: no income,1: yes,30.0,30,4: market,7: walk,30,2: return home,3: bus,,,,,,,,,,11.0,14.0,11.0,14.0,,,,,,
353,0: feamale,16.0,2: high school,3: student,0: no income,1: yes,30.0,30,5: recreation,2: taxi,30,2: return home,2: taxi,,,,,,,,,,17.0,20.0,20.0,23.0,,,,,,
354,1: male,44.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,3,1: work,4: train,22,2: return home,4: train,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
355,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,18.0,24,1: work,1: car,18,2: return home,1: car,28.0,5: recreation,1: car,,,,,,,8.0,11.0,20.0,23.0,20.0,23.0,,,,
356,1: male,28.0,3: bachelor,3: student,0: no income,1: yes,5.0,15,3: education,1: car,5,2: return home,1: car,,,,,,,,,,11.0,14.0,17.0,20.0,,,,,,
357,1: male,21.0,2: high school,3: student,0: no income,1: yes,35.0,1,3: education,4: train,35,2: return home,4: train,35.0,5: recreation,3: bus,,,,,,,14.0,17.0,17.0,20.0,20.0,23.0,,,,
358,0: feamale,22.0,2: high school,3: student,0: no income,1: yes,19.0,11,3: education,3: bus,19,2: return home,3: bus,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
359,0: feamale,21.0,2: high school,3: student,1: 750 or less,1: yes,19.0,17,3: education,4: train,19,2: return home,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
360,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,1.0,1,5: recreation,4: train,19,5: recreation,7: walk,,,,,,,,,,20.0,23.0,41.0,44.0,,,,,,
361,0: feamale,46.0,3: bachelor,4: active,1: 750 or less,0: no,26.0,13,1: work,3: bus,13,1: work,3: bus,13.0,1: work,3: bus,13.0,1: work,3: bus,13.0,1: work,3: bus,5.0,8.0,5.0,8.0,5.0,8.0,14.0,17.0,14.0,17.0
362,0: feamale,24.0,2: high school,3: student,0: no income,1: yes,11.0,23,3: education,4: train,11,2: return home,7: walk,,,,,,,,,,8.0,11.0,14.0,17.0,,,,,,
363,1: male,25.0,3: bachelor,4: active,,1: yes,35.0,35,5: recreation,1: car,20,3: education,1: car,,,,,,,,,,20.0,23.0,41.0,44.0,,,,,,
364,1: male,25.0,2: high school,3: student,0: no income,1: yes,7.0,32,1: work,4: train,18,1: work,4: train,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
365,1: male,33.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,21,5: recreation,6: bicycle,2,2: return home,6: bicycle,2.0,5: recreation,7: walk,2.0,2: return home,7: walk,,,,11.0,14.0,14.0,17.0,20.0,23.0,23.0,29.0,,
366,1: male,60.0,3: bachelor,1: inactive,,1: yes,30.0,30,4: market,7: walk,30,2: return home,3: bus,,,,,,,,,,11.0,14.0,14.0,17.0,,,,,,
367,0: feamale,35.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,22,1: work,1: car,22,1: work,1: car,,,,,,,,,,8.0,11.0,17.0,20.0,,,,,,
368,1: male,52.0,4: master or phd,4: active,4: 2500 or more,1: yes,17.0,35,1: work,1: car,1,4: market,1: car,,,,,,,,,,5.0,8.0,17.0,20.0,,,,,,
369,1: male,55.0,3: bachelor,4: active,3: 1500-2500,1: yes,30.0,31,1: work,1: car,30,2: return home,1: car,31.0,1: work,1: car,30.0,2: return home,1: car,,,,5.0,8.0,14.0,17.0,17.0,20.0,20.0,23.0,,
370,1: male,36.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,1,4: market,1: car,24,2: return home,1: car,,,,,,,,,,17.0,20.0,17.0,20.0,,,,,,
371,0: feamale,22.0,4: master or phd,4: active,2: 750-1500,1: yes,12.0,25,1: work,1: car,25,5: recreation,1: car,25.0,7: other,1: car,,,,,,,8.0,11.0,23.0,29.0,41.0,44.0,,,,
372,,36.0,4: master or phd,,1: 750 or less,1: yes,22.0,22,7: other,1: car,22,7: other,1: car,22.0,4: market,1: car,,,,,,,14.0,17.0,14.0,17.0,35.0,38.0,,,,
