pid,gender,age,education,employment,income,car_own,home,dest1,purp1,mode1,time1,dest2,purp2,mode2,time2,dest3,purp3,mode3,time3,dest4,purp4,mode4,time4,dest5,purp5,mode5,time5
264,0: feamale,21.0,4: master or phd,4: active,2: 750-1500,1: yes,30.0,22,1: work,4: train,7,30,2: return home,4: train,19,,,,,,,,,,,,
265,0: feamale,37.0,4: master or phd,4: active,2: 750-1500,1: yes,25.0,1,1: work,1: car,8,25,2: return home,1: car,17,,,,,,,,,,,,
266,0: feamale,26.0,4: master or phd,3: student,1: 750 or less,1: yes,25.0,15,3: education,1: car,8,25,1: work,3: bus,16,25.0,2: return home,7: walk,21.0,,,,,,,,
267,1: male,35.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,28,1: work,1: car,5,19,2: return home,1: car,18,19.0,5: recreation,7: walk,20.0,,,,,,,,
268,0: feamale,33.0,4: master or phd,4: active,3: 1500-2500,1: yes,29.0,22,1: work,1: car,11,29,2: return home,1: car,18,,,,,,,,,,,,
269,0: feamale,48.0,4: master or phd,4: active,,1: yes,35.0,30,1: work,4: train,8,35,2: return home,4: train,19,,,,,,,,,,,,
270,0: feamale,41.0,4: master or phd,4: active,2: 750-1500,1: yes,35.0,1,1: work,1: car,9,35,2: return home,1: car,22,,,,,,,,,,,,
271,1: male,26.0,3: bachelor,3: student,1: 750 or less,1: yes,28.0,28,5: recreation,3: bus,14,6,5: recreation,4: train,11,,,,,,,,,,,,
272,1: male,46.0,3: bachelor,4: active,3: 1500-2500,1: yes,25.0,1,1: work,5: motorcycle,9,1,1: work,5: motorcycle,17,,,,,,,,,,,,
273,1: male,46.0,3: bachelor,4: active,,0: no,21.0,36,1: work,3: bus,7,2,1: work,3: bus,14,,,,,,,,,,,,
274,0: feamale,32.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,17,1: work,1: car,8,7,2: return home,1: car,17,,,,,,,,,,,,
275,0: feamale,59.0,3: bachelor,4: active,,1: yes,6.0,1,1: work,1: car,8,23,5: recreation,1: car,20,6.0,2: return home,1: car,20.0,,,,,,,,
276,0: feamale,33.0,4: master or phd,4: active,2: 750-1500,1: yes,9.0,15,1: work,1: car,8,9,2: return home,1: car,16,9.0,3: education,1: car,19.0,19.0,4: market,1: car,19.0,,,,
277,1: male,41.0,4: master or phd,4: active,2: 750-1500,1: yes,27.0,2,1: work,1: car,11,15,1: work,1: car,14,1.0,5: recreation,1: car,21.0,,,,,,,,
278,0: feamale,48.0,2: high school,4: active,2: 750-1500,1: yes,32.0,15,1: work,4: train,6,32,2: return home,4: train,15,,,,,,,,,,,,
279,0: feamale,32.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,1,1: work,1: car,10,24,2: return home,1: car,19,,,,,,,,,,,,
280,0: feamale,27.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,29,1: work,3: bus,8,15,2: return home,4: train,19,15.0,4: market,7: walk,19.0,,,,,,,,
281,0: feamale,39.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,1,1: work,1: car,10,35,7: other,1: car,10,35.0,7: other,1: car,18.0,35.0,2: return home,1: car,18.0,,,,
282,1: male,53.0,3: bachelor,4: active,2: 750-1500,0: no,4.0,1,1: work,4: train,9,4,2: return home,4: train,17,3.0,5: recreation,7: walk,17.0,,,,,,,,
283,0: feamale,29.0,2: high school,3: student,0: no income,1: yes,19.0,15,3: education,4: train,5,19,2: return home,4: train,15,19.0,1: work,7: walk,19.0,,,,,,,,
284,1: male,19.0,4: master or phd,4: active,1: 750 or less,1: yes,31.0,15,1: work,4: train,9,14,5: recreation,1: car,17,31.0,2: return home,1: car,2.0,,,,,,,,
285,1: male,21.0,4: master or phd,4: active,1: 750 or less,1: yes,32.0,22,1: work,1: car,13,8,7: other,1: car,20,32.0,2: return home,1: car,0.0,,,,,,,,
286,1: male,29.0,4: master or phd,4: active,2: 750-1500,1: yes,4.0,16,1: work,1: car,8,4,2: return home,1: car,15,1.0,5: recreation,1: car,22.0,,,,,,,,
287,1: male,31.0,3: bachelor,4: active,3: 1500-2500,1: yes,36.0,3,1: work,1: car,10,3,5: recreation,7: walk,17,1.0,5: recreation,7: walk,21.0,,,,,,,,
288,0: feamale,54.0,3: bachelor,4: active,3: 1500-2500,0: no,20.0,1,1: work,2: taxi,8,1,1: work,1: car,6,,,,,,,,,,,,
289,1: male,44.0,3: bachelor,4: active,2: 750-1500,1: yes,17.0,15,1: work,1: car,9,4,1: work,1: car,15,,,,,,,,,,,,
290,1: male,24.0,2: high school,3: student,0: no income,1: yes,31.0,31,5: recreation,1: car,12,32,5: recreation,1: car,19,31.0,2: return home,1: car,2.0,,,,,,,,
291,0: feamale,22.0,3: bachelor,4: active,1: 750 or less,1: yes,18.0,1,5: recreation,4: train,8,1,5: recreation,4: train,14,1.0,5: recreation,2: taxi,22.0,18.0,2: return home,2: taxi,0.0,,,,
292,1: male,26.0,2: high school,3: student,0: no income,1: yes,35.0,15,3: education,1: car,12,35,2: return home,1: car,16,35.0,4: market,1: car,19.0,35.0,2: return home,1: car,19.0,35.0,5: recreation,1: car,21.0
293,1: male,34.0,3: bachelor,4: active,1: 750 or less,1: yes,29.0,35,1: work,4: train,5,35,1: work,4: train,15,,,,,,,,,,,,
294,0: feamale,33.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,1: car,13,1,2: return home,1: car,14,,,,,,,,,,,,
295,0: feamale,45.0,2: high school,4: active,1: 750 or less,0: no,7.0,35,1: work,3: bus,6,7,2: return home,3: bus,16,7.0,4: market,7: walk,16.0,,,,,,,,
296,0: feamale,61.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,34,1: work,1: car,10,24,4: market,1: car,19,2.0,7: other,1: car,19.0,7.0,2: return home,1: car,20.0,,,,
297,1: male,19.0,3: bachelor,2: unemployed,0: no income,0: no,15.0,15,3: education,4: train,8,1,3: education,4: train,17,,,,,,,,,,,,
298,1: male,43.0,3: bachelor,4: active,3: 1500-2500,1: yes,1.0,22,1: work,4: train,9,1,2: return home,4: train,14,,,,,,,,,,,,
299,1: male,44.0,4: master or phd,4: active,3: 1500-2500,1: yes,32.0,35,1: work,5: motorcycle,9,22,1: work,5: motorcycle,19,,,,,,,,,,,,
300,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,30.0,22,1: work,1: car,9,30,2: return home,1: car,22,,,,,,,,,,,,
301,1: male,36.0,4: master or phd,4: active,3: 1500-2500,1: yes,1.0,1,1: work,4: train,8,1,2: return home,4: train,19,1.0,5: recreation,7: walk,21.0,1.0,2: return home,7: walk,21.0,,,,
302,0: feamale,31.0,3: bachelor,4: active,1: 750 or less,1: yes,25.0,35,1: work,4: train,9,25,2: return home,4: train,19,,,,,,,,,,,,
303,0: feamale,31.0,4: master or phd,4: active,3: 1500-2500,0: no,25.0,1,1: work,2: taxi,9,25,2: return home,2: taxi,19,,,,,,,,,,,,
304,0: feamale,44.0,3: bachelor,4: active,2: 750-1500,1: yes,32.0,26,1: work,1: car,9,22,1: work,1: car,11,,,,,,,,,,,,
305,0: feamale,23.0,2: high school,3: student,0: no income,1: yes,18.0,18,5: recreation,7: walk,17,1,4: market,4: train,14,2.0,5: recreation,1: car,22.0,28.0,1: work,1: car,9.0,,,,
306,1: male,28.0,3: bachelor,4: active,2: 750-1500,1: yes,24.0,35,1: work,4: train,14,31,5: recreation,7: walk,20,,,,,,,,,,,,
307,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,20.0,25,1: work,4: train,9,28,4: market,4: train,19,28.0,5: recreation,7: walk,22.0,,,,,,,,
308,0: feamale,46.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,34,1: work,1: car,8,19,2: return home,1: car,18,19.0,4: market,1: car,18.0,,,,,,,,
309,1: male,29.0,2: high school,3: student,1: 750 or less,0: no,15.0,22,5: recreation,2: taxi,0,15,2: return home,2: taxi,7,,,,,,,,,,,,
310,1: male,84.0,2: high school,1: inactive,2: 750-1500,1: yes,2.0,1,4: market,4: train,11,28,5: recreation,4: train,11,14.0,7: other,3: bus,19.0,,,,,,,,
311,0: feamale,24.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,35,7: other,4: train,17,36,5: recreation,4: train,5,,,,,,,,,,,,
312,1: male,62.0,3: bachelor,4: active,2: 750-1500,0: no,31.0,4,1: work,6: bicycle,9,35,4: market,6: bicycle,19,,,,,,,,,,,,
313,0: feamale,38.0,3: bachelor,4: active,2: 750-1500,1: yes,35.0,35,1: work,1: car,13,35,2: return home,1: car,0,,,,,,,,,,,,
314,,22.0,3: bachelor,4: active,2: 750-1500,1: yes,19.0,15,1: work,4: train,9,1,5: recreation,3: bus,18,19.0,2: return home,4: train,22.0,,,,,,,,
315,0: feamale,55.0,4: master or phd,4: active,3: 1500-2500,1: yes,24.0,16,1: work,1: car,10,13,7: other,1: car,18,15.0,7: other,1: car,3.0,13.0,5: recreation,7: walk,16.0,,,,
316,0: feamale,36.0,4: master or phd,4: active,1: 750 or less,1: yes,22.0,34,1: work,1: car,6,22,2: return home,1: car,16,35.0,3: education,1: car,17.0,22.0,2: return home,1: car,17.0,,,,
317,0: feamale,44.0,4: master or phd,4: active,3: 1500-2500,1: yes,22.0,36,1: work,1: car,9,22,2: return home,1: car,17,,,,,,,,,,,,
318,1: male,54.0,2: high school,4: active,4: 2500 or more,1: yes,15.0,15,5: recreation,5: motorcycle,13,29,4: market,5: motorcycle,13,,,,,,,,,,,,
319,1: male,64.0,3: bachelor,4: active,,1: yes,26.0,13,1: work,1: car,7,30,7: other,1: car,13,,,,,,,,,,,,
320,0: feamale,55.0,3: bachelor,4: active,2: 750-1500,1: yes,5.0,35,1: work,1: car,7,5,2: return home,1: car,11,1.0,7: other,1: car,16.0,14.0,5: recreation,1: car,16.0,,,,
321,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,35.0,29,3: education,4: train,9,35,5: recreation,1: car,16,35.0,2: return home,3: bus,18.0,,,,,,,,
322,1: male,19.0,2: high school,3: student,0: no income,0: no,19.0,2,4: market,4: train,9,1,4: market,4: train,12,4.0,5: recreation,4: train,14.0,,,,,,,,
323,1: male,29.0,2: high school,3: student,0: no income,1: yes,19.0,15,3: education,4: train,10,19,2: return home,4: train,15,19.0,5: recreation,7: walk,22.0,,,,,,,,
324,0: feamale,49.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,29,1: work,4: train,10,1,1: work,4: train,15,22.0,1: work,4: train,18.0,22.0,2: return home,2: taxi,22.0,,,,
325,1: male,36.0,4: master or phd,4: active,,1: yes,1.0,1,5: recreation,4: train,9,1,5: recreation,4: train,11,34.0,5: recreation,7: walk,21.0,,,,,,,,
326,1: male,51.0,4: master or phd,4: active,4: 2500 or more,1: yes,28.0,1,1: work,1: car,9,28,2: return home,1: car,17,,,,,,,,,,,,
327,0: feamale,19.0,2: high school,3: student,0: no income,0: no,18.0,18,7: other,4: train,15,1,3: education,4: train,11,2.0,5: recreation,7: walk,17.0,,,,,,,,
328,0: feamale,53.0,3: bachelor,4: active,2: 750-1500,1: yes,11.0,11,1: work,1: car,6,22,1: work,1: car,6,11.0,2: return home,1: car,19.0,,,,,,,,
329,1: male,27.0,4: master or phd,4: active,2: 750-1500,1: yes,2.0,24,1: work,5: motorcycle,8,24,4: market,5: motorcycle,18,,,,,,,,,,,,
330,1: male,47.0,2: high school,4: active,2: 750-1500,1: yes,7.0,32,1: work,1: car,9,7,2: return home,2: taxi,16,,,,,,,,,,,,
331,1: male,49.0,2: high school,4: active,,1: yes,23.0,17,1: work,4: train,21,10,7: other,4: train,5,34.0,7: other,7: walk,16.0,,,,,,,,
332,1: male,26.0,3: bachelor,3: student,0: no income,1: yes,19.0,1,3: education,4: train,10,19,2: return home,4: train,12,,,,,,,,,,,,
333,1: male,57.0,3: bachelor,4: active,,1: yes,1.0,1,7: other,4: train,18,1,7: other,4: train,18,,,,,,,,,,,,
334,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,15.0,15,3: education,7: walk,10,1,4: market,3: bus,12,,,,,,,,,,,,
335,1: male,26.0,4: master or phd,4: active,3: 1500-2500,0: no,2.0,15,1: work,2: taxi,9,2,2: return home,7: walk,14,30.0,5: recreation,4: train,17.0,1.0,5: recreation,4: train,21.0,2.0,2: return home,7: walk,4.0
336,1: male,20.0,2: high school,3: student,0: no income,1: yes,1.0,1,5: recreation,4: train,21,11,5: recreation,1: car,21,,,,,,,,,,,,
337,0: feamale,39.0,3: bachelor,4: active,2: 750-1500,1: yes,33.0,15,1: work,1: car,16,18,1: work,1: car,21,18.0,5: recreation,1: car,21.0,,,,,,,,
338,0: feamale,29.0,4: master or phd,4: active,3: 1500-2500,1: yes,17.0,22,1: work,1: car,8,36,1: work,1: car,16,22.0,5: recreation,1: car,17.0,,,,,,,,
339,1: male,26.0,3: bachelor,4: active,2: 750-1500,1: yes,31.0,15,1: work,4: train,10,31,2: return home,4: train,19,31.0,5: recreation,1: car,21.0,,,,,,,,
340,1: male,23.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,15,1: work,1: car,10,7,5: recreation,1: car,17,15.0,2: return home,1: car,20.0,,,,,,,,
341,1: male,38.0,3: bachelor,4: active,2: 750-1500,1: yes,35.0,35,1: work,1: car,10,35,2: return home,1: car,19,7.0,5: recreation,1: car,0.0,,,,,,,,
342,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,22,1: work,1: car,6,7,2: return home,1: car,11,,,,,,,,,,,,
343,1: male,37.0,4: master or phd,4: active,3: 1500-2500,1: yes,7.0,22,1: work,1: car,9,7,2: return home,1: car,16,30.0,5: recreation,4: train,19.0,7.0,2: return home,4: train,4.0,,,,
344,1: male,22.0,2: high school,3: student,0: no income,1: yes,15.0,15,3: education,3: bus,9,11,5: recreation,4: train,18,,,,,,,,,,,,
345,0: feamale,49.0,3: bachelor,4: active,4: 2500 or more,1: yes,17.0,1,3: education,4: train,17,1,5: recreation,7: walk,22,17.0,2: return home,1: car,1.0,,,,,,,,
346,1: male,38.0,3: bachelor,4: active,2: 750-1500,1: yes,10.0,17,1: work,1: car,9,13,1: work,1: car,17,,,,,,,,,,,,
347,0: feamale,19.0,2: high school,4: active,1: 750 or less,1: yes,16.0,7,1: work,4: train,14,16,2: return home,4: train,1,,,,,,,,,,,,
348,0: feamale,25.0,4: master or phd,4: active,2: 750-1500,1: yes,6.0,15,1: work,5: motorcycle,13,18,5: recreation,5: motorcycle,21,,,,,,,,,,,,
349,1: male,24.0,2: high school,3: student,0: no income,1: yes,15.0,15,3: education,1: car,9,15,2: return home,1: car,11,13.0,5: recreation,1: car,22.0,13.0,2: return home,1: car,22.0,,,,
350,1: male,23.0,2: high school,4: active,1: 750 or less,0: no,21.0,28,1: work,5: motorcycle,8,21,2: return home,5: motorcycle,16,,,,,,,,,,,,
351,,26.0,3: bachelor,4: active,2: 750-1500,0: no,18.0,18,5: recreation,4: train,21,28,4: market,4: train,19,28.0,4: market,3: bus,19.0,,,,,,,,
352,1: male,16.0,2: high school,3: student,0: no income,1: yes,30.0,30,4: market,7: walk,12,30,2: return home,3: bus,12,,,,,,,,,,,,
353,0: feamale,16.0,2: high school,3: student,0: no income,1: yes,30.0,30,5: recreation,2: taxi,17,30,2: return home,2: taxi,20,,,,,,,,,,,,
354,1: male,44.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,3,1: work,4: train,9,22,2: return home,4: train,18,,,,,,,,,,,,
355,0: feamale,23.0,4: master or phd,4: active,2: 750-1500,1: yes,18.0,24,1: work,1: car,9,18,2: return home,1: car,21,28.0,5: recreation,1: car,21.0,,,,,,,,
356,1: male,28.0,3: bachelor,3: student,0: no income,1: yes,5.0,15,3: education,1: car,11,5,2: return home,1: car,17,,,,,,,,,,,,
357,1: male,21.0,2: high school,3: student,0: no income,1: yes,35.0,1,3: education,4: train,14,35,2: return home,4: train,18,35.0,5: recreation,3: bus,22.0,,,,,,,,
358,0: feamale,22.0,2: high school,3: student,0: no income,1: yes,19.0,11,3: education,3: bus,9,19,2: return home,3: bus,18,,,,,,,,,,,,
359,0: feamale,21.0,2: high school,3: student,1: 750 or less,1: yes,19.0,17,3: education,4: train,9,19,2: return home,1: car,17,,,,,,,,,,,,
360,0: feamale,27.0,2: high school,3: student,1: 750 or less,1: yes,1.0,1,5: recreation,4: train,20,19,5: recreation,7: walk,18,,,,,,,,,,,,
361,0: feamale,46.0,3: bachelor,4: active,1: 750 or less,0: no,26.0,13,1: work,3: bus,6,13,1: work,3: bus,6,13.0,1: work,3: bus,6.0,13.0,1: work,3: bus,14.0,13.0,1: work,3: bus,14.0
362,0: feamale,24.0,2: high school,3: student,0: no income,1: yes,11.0,23,3: education,4: train,8,11,2: return home,7: walk,14,,,,,,,,,,,,
363,1: male,25.0,3: bachelor,4: active,,1: yes,35.0,35,5: recreation,1: car,21,20,3: education,1: car,18,,,,,,,,,,,,
364,1: male,25.0,2: high school,3: student,0: no income,1: yes,7.0,32,1: work,4: train,7,18,1: work,4: train,17,,,,,,,,,,,,
365,1: male,33.0,4: master or phd,4: active,2: 750-1500,0: no,2.0,21,5: recreation,6: bicycle,11,2,2: return home,6: bicycle,14,2.0,5: recreation,7: walk,22.0,2.0,2: return home,7: walk,2.0,,,,
366,1: male,60.0,3: bachelor,1: inactive,,1: yes,30.0,30,4: market,7: walk,13,30,2: return home,3: bus,15,,,,,,,,,,,,
367,0: feamale,35.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,22,1: work,1: car,10,22,1: work,1: car,19,,,,,,,,,,,,
368,1: male,52.0,4: master or phd,4: active,4: 2500 or more,1: yes,17.0,35,1: work,1: car,6,1,4: market,1: car,18,,,,,,,,,,,,
369,1: male,55.0,3: bachelor,4: active,3: 1500-2500,1: yes,30.0,31,1: work,1: car,7,30,2: return home,1: car,16,31.0,1: work,1: car,17.0,30.0,2: return home,1: car,22.0,,,,
370,1: male,36.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,1,4: market,1: car,17,24,2: return home,1: car,17,,,,,,,,,,,,
371,0: feamale,22.0,4: master or phd,4: active,2: 750-1500,1: yes,12.0,25,1: work,1: car,9,25,5: recreation,1: car,3,25.0,7: other,1: car,17.0,,,,,,,,
372,,36.0,4: master or phd,,1: 750 or less,1: yes,22.0,22,7: other,1: car,15,22,7: other,1: car,15,22.0,4: market,1: car,11.0,,,,,,,,
373,0: feamale,26.0,4: master or phd,4: active,2: 750-1500,1: yes,15.0,1,1: work,3: bus,10,15,2: return home,3: bus,22,6.0,1: work,2: taxi,11.0,,,,,,,,
374,0: feamale,21.0,4: master or phd,4: active,2: 750-1500,1: yes,24.0,3,1: work,1: car,8,24,2: return home,1: car,17,,,,,,,,,,,,
375,0: feamale,35.0,4: master or phd,4: active,2: 750-1500,1: yes,28.0,2,1: work,1: car,5,28,2: return home,1: car,16,,,,,,,,,,,,
376,1: male,19.0,3: bachelor,4: active,2: 750-1500,1: yes,16.0,7,1: work,1: car,10,22,1: work,1: car,19,22.0,5: recreation,1: car,21.0,,,,,,,,
377,1: male,43.0,3: bachelor,4: active,3: 1500-2500,1: yes,29.0,5,1: work,1: car,9,29,2: return home,1: car,14,,,,,,,,,,,,
378,1: male,38.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,1: car,18,6,5: recreation,1: car,22,1.0,2: return home,1: car,4.0,,,,,,,,
379,1: male,32.0,4: master or phd,4: active,4: 2500 or more,1: yes,29.0,29,5: recreation,5: motorcycle,19,15,5: recreation,7: walk,21,,,,,,,,,,,,
380,1: male,44.0,4: master or phd,4: active,4: 2500 or more,1: yes,12.0,1,1: work,1: car,5,22,1: work,1: car,5,3.0,5: recreation,1: car,17.0,3.0,1: work,4: train,13.0,,,,
381,0: feamale,26.0,4: master or phd,4: active,,1: yes,18.0,22,1: work,1: car,8,18,2: return home,1: car,16,,,,,,,,,,,,
382,1: male,27.0,4: master or phd,4: active,2: 750-1500,1: yes,28.0,35,1: work,1: car,9,35,1: work,1: car,9,,,,,,,,,,,,
383,0: feamale,59.0,3: bachelor,4: active,3: 1500-2500,1: yes,3.0,3,7: other,1: car,18,10,5: recreation,4: train,9,,,,,,,,,,,,
384,0: feamale,28.0,4: master or phd,4: active,2: 750-1500,1: yes,26.0,26,5: recreation,7: walk,16,26,5: recreation,7: walk,16,,,,,,,,,,,,
385,0: feamale,23.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,11,1: work,1: car,6,15,2: return home,1: car,20,1.0,5: recreation,1: car,2.0,,,,,,,,
386,1: male,21.0,4: master or phd,4: active,2: 750-1500,1: yes,15.0,11,1: work,1: car,8,14,1: work,1: car,18,,,,,,,,,,,,
387,1: male,36.0,3: bachelor,4: active,2: 750-1500,1: yes,8.0,18,1: work,1: car,10,24,1: work,1: car,10,18.0,1: work,1: car,13.0,28.0,4: market,1: car,13.0,18.0,1: work,1: car,16.0
388,1: male,18.0,4: master or phd,4: active,2: 750-1500,1: yes,21.0,17,1: work,5: motorcycle,10,30,3: education,5: motorcycle,18,21.0,2: return home,5: motorcycle,21.0,23.0,5: recreation,7: walk,21.0,21.0,2: return home,7: walk,4.0
389,0: feamale,29.0,4: master or phd,4: active,2: 750-1500,1: yes,29.0,15,1: work,1: car,13,29,2: return home,1: car,16,24.0,5: recreation,1: car,20.0,29.0,2: return home,1: car,2.0,,,,
390,0: feamale,41.0,3: bachelor,4: active,1: 750 or less,1: yes,12.0,31,1: work,4: train,5,31,1: work,4: train,5,12.0,2: return home,4: train,14.0,,,,,,,,
391,0: feamale,42.0,4: master or phd,4: active,3: 1500-2500,1: yes,19.0,32,1: work,1: car,5,19,2: return home,1: car,20,,,,,,,,,,,,
392,1: male,18.0,3: bachelor,4: active,2: 750-1500,1: yes,22.0,1,1: work,4: train,9,22,2: return home,4: train,19,,,,,,,,,,,,
393,0: feamale,19.0,4: master or phd,4: active,2: 750-1500,1: yes,6.0,1,1: work,7: walk,6,6,2: return home,7: walk,14,1.0,7: other,7: walk,19.0,1.0,5: recreation,7: walk,22.0,6.0,2: return home,7: walk,3.0
394,0: feamale,28.0,2: high school,3: student,0: no income,1: yes,16.0,16,5: recreation,7: walk,16,20,5: recreation,6: bicycle,16,22.0,5: recreation,2: taxi,20.0,,,,,,,,
395,0: feamale,21.0,3: bachelor,4: active,2: 750-1500,1: yes,8.0,7,1: work,1: car,9,1,5: recreation,1: car,21,,,,,,,,,,,,
396,0: feamale,28.0,4: master or phd,4: active,1: 750 or less,1: yes,19.0,19,1: work,3: bus,9,2,1: work,3: bus,9,1.0,5: recreation,4: train,19.0,19.0,2: return home,3: bus,22.0,,,,
397,0: feamale,18.0,3: bachelor,4: active,2: 750-1500,1: yes,7.0,7,1: work,7: walk,9,7,5: recreation,7: walk,20,,,,,,,,,,,,
398,1: male,29.0,2: high school,4: active,0: no income,1: yes,21.0,14,1: work,3: bus,7,2,1: work,3: bus,7,,,,,,,,,,,,
399,1: male,20.0,3: bachelor,4: active,1: 750 or less,0: no,1.0,22,1: work,4: train,16,1,2: return home,4: train,21,15.0,3: education,3: bus,10.0,,,,,,,,
400,1: male,36.0,2: high school,4: active,2: 750-1500,0: no,6.0,6,1: work,5: motorcycle,7,19,7: other,5: motorcycle,17,35.0,5: recreation,5: motorcycle,20.0,6.0,2: return home,5: motorcycle,20.0,,,,
401,0: feamale,57.0,3: bachelor,4: active,2: 750-1500,1: yes,1.0,25,1: work,4: train,8,1,2: return home,4: train,19,,,,,,,,,,,,
402,1: male,27.0,4: master or phd,4: active,2: 750-1500,1: yes,11.0,34,1: work,1: car,18,21,1: work,1: car,21,,,,,,,,,,,,
403,0: feamale,56.0,3: bachelor,1: inactive,2: 750-1500,1: yes,1.0,1,4: market,4: train,11,1,4: market,4: train,11,,,,,,,,,,,,
404,0: feamale,29.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,13,1: work,1: car,10,29,5: recreation,1: car,20,,,,,,,,,,,,
405,0: feamale,29.0,4: master or phd,4: active,2: 750-1500,1: yes,22.0,32,1: work,3: bus,8,1,1: work,4: train,8,,,,,,,,,,,,
406,0: feamale,29.0,2: high school,3: student,1: 750 or less,0: no,8.0,8,5: recreation,7: walk,19,15,3: education,4: train,8,8.0,2: return home,4: train,19.0,,,,,,,,
407,0: feamale,22.0,2: high school,3: student,0: no income,0: no,4.0,30,3: education,4: train,15,4,2: return home,4: train,19,,,,,,,,,,,,
408,0: feamale,31.0,4: master or phd,4: active,3: 1500-2500,1: yes,19.0,13,1: work,1: car,10,16,5: recreation,1: car,15,,,,,,,,,,,,
409,1: male,65.0,2: high school,1: inactive,1: 750 or less,1: yes,3.0,5,7: other,3: bus,10,3,2: return home,4: train,11,,,,,,,,,,,,
410,1: male,16.0,2: high school,3: student,0: no income,1: yes,5.0,5,3: education,7: walk,7,5,2: return home,7: walk,14,14.0,5: recreation,1: car,17.0,5.0,2: return home,1: car,21.0,,,,
411,0: feamale,19.0,3: bachelor,4: active,,1: yes,35.0,35,3: education,4: train,16,24,1: work,4: train,16,,,,,,,,,,,,
412,0: feamale,52.0,3: bachelor,4: active,3: 1500-2500,1: yes,1.0,1,1: work,1: car,6,1,2: return home,1: car,15,,,,,,,,,,,,
413,0: feamale,27.0,4: master or phd,4: active,2: 750-1500,1: yes,7.0,22,1: work,1: car,6,7,2: return home,1: car,12,30.0,1: work,1: car,16.0,7.0,2: return home,1: car,4.0,,,,
414,0: feamale,19.0,4: master or phd,4: active,2: 750-1500,1: yes,1.0,1,5: recreation,7: walk,12,1,2: return home,7: walk,15,16.0,5: recreation,2: taxi,21.0,1.0,5: recreation,2: taxi,1.0,,,,
415,1: male,25.0,2: high school,3: student,1: 750 or less,1: yes,14.0,30,5: recreation,3: bus,13,14,2: return home,3: bus,21,12.0,5: recreation,3: bus,13.0,30.0,5: recreation,3: bus,19.0,,,,
416,0: feamale,41.0,4: master or phd,4: active,,1: yes,1.0,17,5: recreation,1: car,18,1,2: return home,1: car,20,,,,,,,,,,,,
417,0: feamale,51.0,4: master or phd,4: active,3: 1500-2500,1: yes,35.0,1,1: work,1: car,13,1,1: work,1: car,18,,,,,,,,,,,,
418,0: feamale,19.0,4: master or phd,4: active,2: 750-1500,1: yes,8.0,35,1: work,1: car,6,8,2: return home,1: car,17,,,,,,,,,,,,
419,0: feamale,28.0,3: bachelor,4: active,1: 750 or less,0: no,11.0,18,1: work,4: train,8,11,2: return home,4: train,17,,,,,,,,,,,,
420,0: feamale,19.0,3: bachelor,4: active,3: 1500-2500,1: yes,1.0,1,5: recreation,3: bus,22,35,5: recreation,3: bus,22,,,,,,,,,,,,
421,0: feamale,23.0,3: bachelor,4: active,2: 750-1500,1: yes,15.0,2,1: work,7: walk,10,15,2: return home,7: walk,18,15.0,4: market,7: walk,21.0,,,,,,,,
422,0: feamale,56.0,4: master or phd,4: active,2: 750-1500,0: no,7.0,7,1: work,5: motorcycle,16,6,1: work,5: motorcycle,10,1.0,4: market,5: motorcycle,16.0,7.0,2: return home,5: motorcycle,18.0,,,,
423,1: male,35.0,4: master or phd,4: active,3: 1500-2500,1: yes,25.0,34,1: work,1: car,8,25,2: return home,1: car,15,1.0,5: recreation,1: car,21.0,25.0,2: return home,1: car,3.0,,,,
424,0: feamale,19.0,3: bachelor,4: active,2: 750-1500,1: yes,18.0,18,5: recreation,1: car,21,13,7: other,1: car,21,,,,,,,,,,,,
425,1: male,22.0,2: high school,3: student,0: no income,0: no,25.0,25,5: recreation,4: train,18,18,5: recreation,4: train,18,,,,,,,,,,,,
426,0: feamale,28.0,2: high school,3: student,1: 750 or less,0: no,21.0,15,3: education,2: taxi,14,21,2: return home,3: bus,17,,,,,,,,,,,,
